Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,DMR Enabled,Color Code,Wide Network,County,Op Status,Sponsor,Affiliate,Web links,Coordination,Last update,Downlink Tone,Coverage,Links,Notes,Nets,Talkgroups,Colorado,Northern Colorado,Features,On-air,Denver Regional,EchoLink,IRLP,Commands,YSF Digital Enabled,DG-ID,Mixed-Mode,AllStar,Grid,WIRES-X,D-STAR Enabled,Node,Sources,P25 Digital Enabled,NAC,Default Reflector,Feed,TAC 310,DCI Bridge,N. Colorado,Mountain Reg USA,Local/Cluster,Talkgroup Network,Worldwide English,North America,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Worldwide,English,Local Network,Southern Colorado,Wyoming,WyLOCAL,Location Photo,Kansas,Local or Reflector,CKRG,KansasLink,Bandwidth
146.76,-0.6,123,N0UGO,Ogallala,NE,OPEN,EI,103,NE,yes,146.76,146.16,123,,,,Keith,On-Air,Charlie Allen,,,,yes,,,,Linked to 146.940 in North Platte and 442.250 south of North Platte,"Sun at 19:30. 
Wed at 20:00.",,,,,,,751985,7349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8125,-5,,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,103,WNW,yes,446.8125,441.8125,,,,,Larimer,On-Air,W0QEY CSU,,,CCARC,yes,,Fort Collins Local Area,,Free Star,,,,,D-Star Gateway,,,,,,,,,,,,yes,W0QEY (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.55,-20,100,K1TJ,Fort Collins,CO,OPEN,,104.7,WNW,yes,1283.55,1263.55,100,,,,Larimer,On-Air,K1TJ Repeater System,,http://www.k1tj.com/,CCARC,yes,,Northern Colorado Front Range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,123,KC0RBT,Fort Collins,CO,OPEN,E,104.7,WNW,yes,447.45,442.45,123,,,,Larimer,On-Air,,,,CCARC,yes,,,,,,,,,,,,447450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC2,N0AOL,Fort Collins,CO,OPEN,,104.7,WNW,yes,446.7375,441.7375,,yes,2,,Larimer,On-Air,N0AOL - NoCo C-Bridge Network,,http://nocodmr.kt0l.net:8080/nocodmr/documentation.htm,CCARC,yes,,Wide area: North Front Range.,,Repeater ID: 310803,"DMR World Wide Net: Sat at 10:00. 
TS 1 Group Call 1 http://www.dmr-marc.net/ 
Tac 310 Net: Sun at 18:00, TS 1 Group Call 310 .","Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1      North America  1  3      English  1  13      TAC 310  1  310      Local/Cluster  2  2      N. Colorado  2  3171    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,DMR-MARC World Wide Network,,,,,,,,,,,,,,,,,,,1,,2,,2,,,1,,,,,,1,1,,,,,,,,,,
448.35,-5,225.7,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,,105,WSW,yes,448.35,443.35,,,,,Jefferson,On-Air,Denver Water Amateur Radio Club (DWARC),,http://www.DWARC.com,CCARC,yes,,Denver Metro and surrounding,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.21,0.6,100,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,I,105,WSW,yes,147.21,147.81,100,,,,Jefferson,On-Air,Denver Water Amateur Radio Club,,http://www.dwarc.com,,yes,100,,,,,,,,,,,,3241,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.75,-5,100,N0ELY,Lakewood,CO,OPEN,,105.9,WSW,yes,448.75,443.75,100,,,,Jefferson,On-Air,,N0ELY,,CCARC,yes,100,Local.,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.825,-5,D073,W0TX,"Lakewood, St Anthony Medical Campus",CO,OPEN,,106,WSW,yes,447.825,442.825,D073,,,,Jefferson,On-Air,Denver Radio Club,,,CCARC,yes,D073,,,"Now operating in Narrow Band mode with Digital Code Squelch.
 Please reset your programing to use:
 12.5 KHz. bandwidth (+/- 2.5 KHz. deviation).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,CC2,KB0VGD,"Fort Collins , Horsetooth Mountain",CO,OPEN,,106.7,WNW,yes,145.265,144.665,,yes,2,,Larimer,On-Air,W0DMR - NoCo C-bridge Network,Brandmeister Network,http://www.w0dmr.org/,CCARC,yes,,Northern Colorado Front Range Wide Area coverage.,,"Any additional Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf",,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide English  1  91  Full-Time    North America  1  93  Full-Time    DCI Bridge  1  3100  Full-Time    Local/Cluster  2  2      Colorado  2  3108  Full-Time    N. Colorado  2  3171  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",2,,,,,,,"Repeater ID: 310831, TS 1: TG 91 - World Wide, TG 93 - North America, TG 3100 USA. TS 2: TG 2 - Local, TG 3171 - No. Colorado, TG 3108 Colorado Statewide.",,,,,,,,,,,,,,,1,2,,2,BrandMeister US,1,1,,,,,,,,,,,,,,,,,
446.75,-5,CC7,K7PFJ,"Fort Collins, Horsetooth Mountain",CO,OPEN,,106.7,WNW,yes,446.75,441.75,,yes,7,,Larimer,On-Air,Rocky Mountain Ham Radio,,http://www.rmham.org,CCARC,yes,,,Full-time to the  Colorado TRBO System .,See website for complete info on color codes/time slot assignment.,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Northern Colorado  2  721    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.8625,-20,,KC0DS,Boulder,CO,OPEN,,106.9,W,yes,1283.8625,1263.8625,,,,,Boulder,On-Air,Boulder County ARES,,,CCARC,yes,,20,,,,,,,E-power.,,,,,,,,,,,,yes,KC0DS (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.3875,-0.6,,KC0DS,Boulder,CO,OPEN,,106.9,W,yes,145.3875,144.7875,,,,,Boulder,On-Air,Boulder County ARES,,http://bouldercountyares.org/technical/d-star,CCARC,yes,,20,,,,,,,E-power.,,,,,,,,,,,,yes,KC0DS (C),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.625,-5,100,KD0MDP,"Falcon, Black Forest",CO,OPEN,EIA,107,SW,yes,447.625,442.625,100,,,,El Paso,On-Air,KD0MDP,The Fun Machine,,,yes,100,,Full-time to the  The Fun Machine System .,,,,,,Linked.,,,363976,7301,,,,,28299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9375,-5,CC7,K7PFJ,"Cheyenne, South",WY,OPEN,,107.2,NW,yes,449.9375,444.9375,,yes,7,,Laramie,On-Air,,,https://www.rmham.org/wordpress/,WRCG,yes,,,Full-time to the  Rocky Mountain Ham System .,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Northern Colorado  2  721    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.775,-0.6,114.8,KC7SNO,"Cheyenne, Denver Hill",WY,OPEN,,107.3,NW,yes,146.775,146.175,114.8,,,,Laramie,On-Air,Shy-Wy Amateur Radio Club,,,WRCG,yes,,,"Full-time to  
        147.16500 (KC7SNO) at Albin, WY .",,"Weather Net: Daily at 06:45. 
Shy-WY ARC: Sun at 07:00.",,,,"E-power, WX.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.38,-1.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,107.4,WSW,yes,224.38,222.78,100,,,,Jefferson,On-Air,Denver Radio Club,,DRC Repeaters,CCARC,yes,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.73,-0.6,91.5,K0DK,Boulder,CO,OPEN,E,107.4,W,yes,146.73,146.13,91.5,,,,Boulder,Off-Air,BARC,,http://www.ked-wireless.com/products1.htm,CCARC,yes,91.5,Local,,,,,,,12,,,115482,,,,,,,DN70jb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,100,W0TX,"Lakewood, Green Mountain",CO,OPEN,,107.4,WSW,yes,147.33,147.93,100,,,,Jefferson,On-Air,Denver Radio Club,,DRC Repeaters,CCARC,yes,,Metro Denver and the foothills.,,Not recommeded to use tone squelch on this repeater.,SATERN: Thu at 19:30.,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.775,-5,100,W0TX,"Lakewood, Green Mtn",CO,OPEN,,107.4,WSW,yes,449.775,444.775,100,,,,Jefferson,On-Air,Denver Radio Club,,Denver Radio Club,CCARC,yes,100,Metro Denver,,,,,,,,,,,,,yes,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.275,-5,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,,107.6,WNW,yes,447.275,442.275,100,,,,Larimer,On-Air,Northern Colorado ARC,,,CCARC,yes,100,Wide area.,,,,,,,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.825,-25,100,AB0SF,"Fort Collins, Horsetooth Mountain",CO,OPEN,,107.6,WNW,yes,927.825,902.825,100,,,,Larimer,On-Air,AB0SF,,,CCARC,yes,100,"Decent coverage throughout northern Fort Collins, out east to beyond Windsor.",,Converted 800 MHz beam antenna pointed directly down Horsetooth Road in Fort Collins.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,E,107.6,WNW,yes,145.115,144.515,100,,,,Larimer,On-Air,Northern Colorado ARC,,,CCARC,yes,100,Wide area.,,,,,,,7,,,4236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.95,-25,100,K1TJ,"Fort Collins, Horsetooth Mountain",CO,OPEN,,107.6,WNW,yes,927.95,902.95,100,,,,Larimer,On-Air,K1TJ Repeater System,,,CCARC,yes,100,Northern Front Range,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.52,-1.6,100,W0UPS,"Fort Collins, Horsetooth Mountain",CO,OPEN,,107.6,WNW,yes,224.52,222.92,100,,,,Larimer,Off-Air,Northern Colorado ARC,,,CCARC,yes,100,,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.235,-0.6,114.8,KB7SWR,Cheyenne,WY,OPEN,,108,NW,yes,145.235,144.635,114.8,,,,Laramie,On-Air,N7GT,,,WRCG,yes,,Local: Cheyenne.,"Full-time to  
        448.15000 (KB7SWR) at Cheyenne, WY .",25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,114.8,KC7SNO,"Cheyenne, North Park",WY,OPEN,,108,NW,yes,147.105,147.705,114.8,,,,Laramie,On-Air,ShyWyArc,,,WRCG,yes,91.5,,,,,,,,,,,,,,,,,,DN71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,100,N7JJY,Cheyenne,WY,OPEN,,108,NW,yes,449.9,444.9,100,,,,Laramie,On-Air,N7JJY,,,,yes,100,From 5 miles to 25 miles,,To be used as a portable repeater for ARES/RACES or as needed for specific needs of the Amateur Community in Laramie County or other areas as needed. Repeater will be on when needed otherwise offline.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.95,-5,CC15 151.4,KC7DHF,"Cheyenne, Old airport control tower",WY,OPEN,,108.5,NW,yes,448.95,443.95,151.4,yes,15,,Laramie,On-Air,,,,WRCG,yes,151.4,Local,,Brandmiester and analog.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.09,-1.7,107.2,W0TX,"Lakewood, Green Mountain",CO,OPEN,,108.8,WSW,yes,53.09,51.39,107.2,,,,Jefferson,On-Air,Denver Radio Club,,DRC Repeaters,CCARC,yes,,Metro Denver area.,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,CC0,KB0VGD,"Golden, Table Mountain",CO,OPEN,,109.1,WSW,yes,446.975,441.975,,yes,0,,Jefferson,On-Air,W0DMR,,http://www.w0dmr.org/,,yes,,Denver Metro Area,,,"Tac 310 Net, Sundays 18:00 Mountain Time, TS1, TG 310.",,,,,,,,,"TS 1, CC 2: TG 3171 - Northern Colorado Network, TG 3100 - DCI Bridge, TG 1776 - USA Network, TG 310 - Tac 310.  

TS 2, CC 2: TG 2 - Local",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.4,-5,91.5,K0DK,Boulder,CO,OPEN,,109.1,W,yes,449.4,444.4,91.5,,,,Boulder,Off-Air,BARC,,http://www.ked-wireless.com/products1.htm,CCARC,yes,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.55,-5,100,W0IA,Boulder,CO,OPEN,E,109.1,W,yes,449.55,444.55,100,,,,Boulder,On-Air,Rocky Mtn VHF Soc,,,CCARC,yes,,Denver metro area.,"Full-time to  
        224.02000 (W0IA) at Boulder, Lee Hill, CO .",,,,,,8,,,217336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8,-5,CC7,N0SZ,"Boulder, Mount Thorodin",CO,OPEN,,109.2,W,yes,446.8,441.8,,yes,7,,Boulder,On-Air,Rocky Mountain Ham Radio,Rocky Mountain Ham Radio,Rocky Mountain Ham Radio,CCARC,yes,,Wide area.,Full-time to the  Colorado TRBO System .,See website for complete information regarding timeslot/colorcode/talkgroup programming.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8625,-5,,KC0DS,Boulder,CO,OPEN,,109.2,W,yes,446.8625,441.8625,,,,,Boulder,On-Air,Boulder County ARES,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,yes,KC0DS (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.5,-20,,W0DK,Boulder,CO,OPEN,,109.2,W,yes,1299.5,1279.5,,,,,Boulder,On-Air,Boulder County ARES,,,CCARC,yes,,,,,,,,,E-power.,,,,,,,,,,,,yes,W0DK (A) DVAP 24/7,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.125,5,114.8,WB7GR,"Scottsbluff, Stage Hill",NE,OPEN,,109.2,NNW,yes,444.125,449.125,114.8,,,,Scotts Bluff,On-Air,SBCEMA,,,,yes,,Wide area,,,,,,,Linked to Albin (147.165) and Cheyenne (146.775),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.9,-5,100,W0DK,"Boulder, Table Mesa",CO,OPEN,,109.7,W,yes,448.9,443.9,100,,,,Boulder,On-Air,Boulder ARC,,,CCARC,yes,,"Wyoming border in the north, to Monument Hill in the south, near Colorado Springs. Its coverage is primarily to the east of the Front Range of the Rockies as the repeater signal is blocked to the west by the even higher Rocky Mountain peaks with altitudes of over 14,000 feet.",,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,100,W0DK,Boulder,CO,OPEN,I,109.7,W,yes,146.61,146.01,100,,,,Boulder,Off-Air,Boulder Amateur Radio Club,,,CCARC,yes,,,,,,,,,,,,,7007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,W0DK,"Boulder, Table Mountain",CO,OPEN,,109.9,W,yes,146.7,146.1,100,,,,Boulder,On-Air,Boulder Co ARC,,BARC Repeaters,CCARC,yes,,"Wyoming border in the north, to Monument Hill (near Colorado Springs) in the south. Coverage is primarily to the east of the Rockies Front Range, as the repeater signal is blocked to the west by mountain peaks with altitudes of over 14,000 feet.",,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7875,-25,156.7,N0PYY,Golden,CO,OPEN,,109.9,WSW,yes,927.7875,902.7875,156.7,,,,Jefferson,On-Air,N0PYY,,,,yes,,Golden and Denver.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,123,W0GV,Golden,CO,OPEN,A,109.9,WSW,yes,448.975,443.975,123,,,,Jefferson,On-Air,FRG,,,CCARC,yes,,Wide area.,,,,,,,Linkable VHF/UHF Remote Base,,,,,,,,,42845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.125,-5,107.2,N0PYY,Golden,CO,OPEN,,109.9,WSW,yes,448.125,443.125,107.2,,,,Jefferson,On-Air,Denver PD EEB,,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8375,-5,CC7,WA2YZT,"Golden, Lookout",CO,OPEN,,110.9,WSW,yes,446.8375,441.8375,,yes,7,,Jefferson,On-Air,WA2YZT,,,CCARC,yes,,,Full-time to the  Colorado TRBO System .,See website for more info on CC/TS/TG programming.  www.rmham.org,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.9625,-20,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,111,WSW,yes,1283.9625,1263.9625,,,,,Jefferson,On-Air,Colorado D-Star,,Colorado D-Star,CCARC,yes,,,,,,,,,,,,,,,,,,,,,yes,W0CDS (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,111,WSW,yes,145.25,144.65,,,,,Jefferson,On-Air,Colorado D-Star,,Colorado D-Star,CCARC,yes,,,,,,,,,,,,,,,,,,,,,yes,W0CDS (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.9,0,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,111,WSW,yes,1299.9,1299.9,,,,,Jefferson,On-Air,Colorado D-Star,,Colorado D-Star,,yes,,,,,,,,,,,,,,,,,,,,,yes,W0CDS (A) DVAP 24/7,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,CC7,N0SZ,"Golden, Lookout Mountain",CO,OPEN,,111,WSW,yes,145.37,144.77,,yes,7,,Jefferson,On-Air,Rocky Mountain Ham Radio,,Rocky Mountain Ham Radio,CCARC,yes,,,,See the website for programming information.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9625,-5,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,111,WSW,yes,446.9625,441.9625,,,,,Jefferson,On-Air,Colorado D-Star,,Colorado D-Star,CCARC,yes,,,,,,,,,,,,,,,,,,,,,yes,W0CDS (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,141.3,W0KU,"Golden, Lookout Mountain",CO,OPEN,I,111.2,WSW,yes,449.625,444.625,141.3,,,,Jefferson,On-Air,Rocky Mountain Ham Radio,,,CCARC,yes,141.3,,,,,,,,E-power,,,,3750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,100,WB0TUB,"Centennial, Warren Mountain",CO,OPEN,EI,111.2,WSW,yes,449.6,444.6,100,,,,Jefferson,On-Air,Denver Radio League,,DRL Repeaters,CCARC,yes,,,,,,,,,,,,690473,3345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,100,WB0TUB,"Centennial, Warren Mountain",CO,OPEN,,111.2,WSW,yes,146.88,146.28,100,,,,Jefferson,On-Air,Denver Radio League,,DRL Repeaters,CCARC,yes,,Wide Area,,6,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.17,-1.7,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,111.4,WSW,yes,53.17,51.47,107.2,,,,Jefferson,On-Air,N6LXX,N6LXX,,CCARC,yes,CSQ,"I-70,I-76,I-25,I-225",Full-time to the  N6LXX System .,,,,,,,,,,,,,,,29883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.875,-5,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,111.4,WSW,yes,447.875,442.875,107.2,,,,Jefferson,On-Air,N6LXX,N6LXX,,CCARC,yes,107.2,"I-70,I-76,I-25,I-225",Full-time to the  N6LXX System .,,,,,,,,,,,,,,,29913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.425,-5,94.8,N0ZUQ,"Fort Collins, Christ Mountain",CO,OPEN,,112.7,WNW,yes,449.425,444.425,94.8,,,,Larimer,On-Air,,,,,yes,,,"Full-time to  
        927.87500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .
 


Full-time to  
        927.72500 (WA6IFI) at Colorado Springs, Almagre Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.875,-25,D114,N0ZUQ,"Fort Collins, Christ Mountain",CO,OPEN,,112.7,WNW,yes,927.875,902.875,D114,,,,Larimer,Off-Air,WA6IMI,,,CCARC,yes,,,"Full-time to  
        449.42500 (N0ZUQ) at Fort Collins, Christ Mountain, CO .
 


Full-time to  
        927.72500 (WA6IFI) at Colorado Springs, Almagre Mountain, CO .",Down due to lightning strike. Scheduled to return end of June 2012.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,151.4,,Falcon,CO,OPEN,,112.8,SW,yes,447.2,442.2,,,,,El Paso,Testing,GGARC,Garden of the Gods Amateur Radio Club,,,yes,,"Falcon, Black Forest, Peyton Areas",,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.02,-1.6,,W0IA,"Boulder, Lee Hill",CO,OPEN,E,113.2,W,yes,224.02,222.42,,,,,Boulder,On-Air,Rocky Mtn VHF Soc,,RMVHS repeaters,CCARC,yes,,Denver metro area.,"Full-time to  
        449.55000 (W0IA) at Boulder, CO .",,,,,,8,,,217336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9875,-5,CC7,N0SZ,"Boulder, Lee Hill",CO,OPEN,,113.2,W,yes,446.9875,441.9875,,yes,7,,Boulder,On-Air,Rocky Mountain Ham Radio,,,,yes,,,"Full-time to  
        446.95000 (K7PFJ) at Colorado Springs, Almagre Mountain, CO .
 


Full-time to the  Colorado TRBO System .",,,,,,Linked on Time Slot 2 to  Almagre Mtn  (446.950).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.975,-5,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,,113.2,W,yes,447.975,442.975,107.2,,,,Boulder,On-Air,Colorado Repeater Association (CRA),,,CCARC,yes,107.2,Wide area: Boulder/Longmont area.,,,,,,,Closed autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.05,-5,CC1,N0SZ,"Boulder, Lee Hill",CO,OPEN,,113.2,W,yes,445.05,440.05,,yes,1,BrandMeister,Boulder,On-Air,Rocky Mountain Ham Radio,,,CCARC,yes,,Wide area,,,,,,,BrandMeister Network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BrandMeister US,,,,,,,,,
145.46,-0.6,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,EI,113.2,W,yes,145.46,144.86,107.2,,,,Boulder,On-Air,Colorado Repeater Association (CRA),CRA VHF Link System,,CCARC,yes,107.2,Boulder/Denver Metro,"Full-time to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        147.22500 (W0CRA) at Larkspur, Westcreek, CO .",,,,,,"Closed autopatch, e-power.",,,347086,3990,Member-only IRLP and Echolink node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.75,-5,141.3,N0SZ,"Boulder, Lee Hill",CO,OPEN,I,113.2,W,yes,447.75,442.75,141.3,,,,Boulder,On-Air,Rocky Mountain Ham Radio,,,CCARC,yes,141.3,,,,,,,,,,,,3450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.22,-0.6,103.5,WT0C,"Golden, Guy Hill",CO,OPEN,,115,WSW,yes,145.22,144.62,103.5,,,,Jefferson,On-Air,Rocky Mtn Radio League,,Repeater,CCARC,yes,103.5,Wide area.,,Talk-Group of $FFFF.,,,,,8,,,,,,,,Yes; analog capable.,,,,,,,yes,293,yes,,,,,,,,,,,,,,,,,,,,,,,,,,
447.725,-5,100,K0NR,"Monument, Monument Hill",CO,OPEN,,115,SW,yes,447.725,442.725,100,,,,El Paso,On-Air,K0NR,,http://www.k0nr.com/wordpress/k0nr-repeater/,CCARC,yes,100,Local.,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,103.5,KI0GO,"Golden, Guy Hill",CO,OPEN,,115,WSW,yes,449.75,444.75,103.5,,,,Jefferson,On-Air,Rocky Mtn Radio League,,Repeater,CCARC,yes,103.5,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.74,-1.6,88.5,N0POH,"Golden, Guy Hill",CO,OPEN,,115,WSW,yes,224.74,223.14,88.5,,,,Jefferson,On-Air,Aurora Repeater Assoc,,ARA Repeaters,CCARC,yes,88.5,,,,ARA: Wed at 2000.,,,,e-power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.85,-5,88.5,K0IBM,"Golden, Guy Hill",CO,OPEN,,115.1,WSW,yes,448.85,443.85,88.5,,,,Jefferson,On-Air,Aurora Repeater Assoc,,ARA Repeaters,CCARC,yes,88.5,"Denver metro, central front range",,,ARA: Wed at 20:00.,,,,e-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
