Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Web links,Coordination,Last update,Sponsor,Features,Links,Commands,Notes,Nets,Grid,Downlink Tone,Coverage,AllStar,Affiliate,EchoLink,IRLP,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Location Photo,Feed,YSF Digital Enabled,DG-ID,Mixed-Mode,On-air,P25 Digital Enabled,NAC,Default Reflector,DMR Enabled,Color Code,Wide Network,D-STAR Enabled,Node,Sources,Talkgroup Network,Talkgroups,Colorado,Southern Colorado,WIRES-X,Denver Regional,Northern Colorado,Worldwide,North America,English,TAC 310,Local/Cluster,N. Colorado,Worldwide English,DCI Bridge,Data,DMRX 1,Utah Statewide 2,TAC 311,USA,Utah,Mountain Reg USA,PA (PA-525),Hytera USA,SNARS,Parrott,Audio Test,All TG's Off,All TG's On,Europe,Southwest USA
442.325,5,CC1,N5UBJ,Farmington,NM,OPEN,,94.4,SSW,,442.325,447.325,,San Juan,On-Air,http://www.aztrbonet.com/MinimalNetwatch,NMFCC,,,AZ-TRBONET,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,AZ-TrboNet,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1  PTT    North America  1  3  PTT    English  1  13  Full-Time      2    Full-Time    Europe  2  2  Full-Time    TAC 310  2  310  PTT    DCI Bridge  2  3100  PTT    Southwest USA  2  3176  PTT  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,1,1,1,2,,,,2,,,,,,,,,,,,,,,2,2
444.15,5,,KF5VBF,Farmington,NM,OPEN,,94.4,SSW,,444.15,449.15,,San Juan,On-Air,,,,San Juan County,DV only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KF5VBF (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.01,-1,131.8,KB5ITS,Farmington,NM,OPEN,,94.4,SSW,,53.01,52.01,131.8,San Juan,On-Air,,NMFCC,,KB5ITS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,100,KB5ITS,Farmington,NM,OPEN,,94.4,SSW,,146.76,146.16,100,San Juan,On-Air,http://www.sjcham.com,NMFCC,,,"Closed autopatch, e-power.",Full-time to the  San Juan Connection System .,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,K5WXI,Farmington,NM,OPEN,,94.4,SSW,,146.85,146.25,100,San Juan,On-Air,,NMFCC,,Totah ARC,Closed autopatch.,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,100,KB5ITS,Farmington,NM,OPEN,,94.4,SSW,,147,147.6,100,San Juan,On-Air,,NMFCC,,,"Autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.925,-5,103.5,WZ0N,"Salida, Methodist Mountain",CO,OPEN,,94.5,E,,449.925,444.925,103.5,Chaffee,On-Air,,CCARC,,,E-power (Bat),,,Identifies with an 'M' following WZ0N callsign which identifies the site as Methodist.,,,103.5,"Upper Arkansas and Platte Rivers, and the SLV",,Colorado ARES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,107.2,KC0CVU,"Salida, Methodist Mountain",CO,OPEN,,94.5,E,,449.65,444.65,107.2,Chaffee,On-Air,CMRG Repeaters,CCARC,,,E-power.,,,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.975,-5,100,K0JSC,"Salida, Methodist Mountain",CO,OPEN,EIA,94.7,E,,449.975,444.975,100,Chaffee,On-Air,K0JSC.COM,CCARC,,,2,Full-time to the  The Fun Machine System .,,Can be linked to various local repeater systems via the remote base. Echolink/IRLP connects restricted. Email me to be added to the authorized list.,"APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00. 
Region 5 District 1 ARES Net: Mon at 19:00. 
RGARC Net: Wed at 19:00.",DM68xk,100,I-25 from Walsenburg to Wyoming and US-50 from La junta to Monarch Pass,28368,,363976,7301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.295,-0.6,107.2,KC0CVU,"Salida, Methodist Mountain",CO,OPEN,,95,E,,145.295,144.695,107.2,Chaffee,On-Air,CMRG Repeaters,CCARC,,Cheyenne Mtn Repeater Group,,,,,,DM78ik,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.285,0.6,88.5,KB0VJJ,"Salida, Methodist Mountain",CO,OPEN,,95,E,,147.285,147.885,88.5,Chaffee,On-Air,,CCARC,,Colorado Connection,11,Full-time to the  Colorado Connection System .,,,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (All Welcome): Thu at 20:00. 
Statewide ARES Net: Sun at 20:00.",,123,"Wide area: South Park, Gunnison, Pueblo, and the San Luis Valley south to New Mexico. At extremes, it has been worked from east of Montrose and Blue Mesa Resevoir, on Fremont Pass near Climax, in and around Bailey on U.S. 285, and south toward Trinidad on Interstate 25.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1292.3,-20,,KF5VBD,"Bloomfield, Harris Mesa",NM,CLOSED,,95.1,S,,1292.3,1272.3,,San Juan,On-Air,,NMFCC,,San Juan County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KF5VBD (A) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291.7,-20,,KF5VBF,"Farmington, Farmington Bluffs",NM,CLOSED,,95.8,SSW,,1291.7,1271.7,,San Juan,On-Air,,NMFCC,,San Juan County,DV only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KF5VBF (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,88.5,K7QEQ,"Moab, Bald Mesa",UT,OPEN,,96.1,WNW,,146.76,146.16,88.5,Grand,On-Air,http://www.sdarc.us/repeaters/bald.html,UVHFS,,Sinbad Desert ARC,,,,8,,,,Moab and immediate surroundings.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.1,-5,107.2,K7QEQ,"Moab, Bald Mesa",UT,OPEN,,96.3,WNW,,449.1,444.1,107.2,Grand,On-Air,GMRA Repeaters,UVHFS,,Grand Mesa Repeater Association (GMRA),8,,,,RACES Wed. 1930 hours,,107.2,"Wide area: Moab and surrounding areas, including large portions of Arches and Canyonlands National Parks.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,107.2,K0SNO,"Carbondale, Four Mile Ridge",CO,OPEN,,97.1,NNE,,147.39,147.99,107.2,Garfield,On-Air,,,,Roaring Fork Amateur Repeater Cooperative,,,,,,,,"Rifle, Carbondale, El Jebel, Glenwood Springs, Basalt and Aspen.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.725,-5,179.9,K0ELK,"Carbondale, Four Mile Ridge",CO,OPEN,IA,97.1,NNE,,449.725,444.725,179.9,Garfield,On-Air,,CCARC,,Roaring Fork Amateur Repeater Cooperative (RFARC),EchoLink.,,,,,,,Wide area.,28434,,,3722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8125,-5,CC0,N0SZ,"Salida, Methodist Mountain",CO,OPEN,,97.4,E,,446.8125,441.8125,,Chaffee,On-Air,,,,RMHAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,,KD0QPG,"Salida, Methodist Mountain",CO,OPEN,,97.4,E,,446.975,441.975,,Chaffee,On-Air,KD0QPG,CCARC,,Crestone Amateur Radio Emergency Services,,,,,,,,,,Crestone Amateur Radio Emergency Services,,,,,,,,,,,,,,,,,,,,,KD0QPG (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.08,0.6,162.2,W5SF,"Chama, Overlook Mtn",NM,OPEN,,97.4,SE,,147.08,147.68,162.2,Rio Arriba,On-Air,,NMFCC,,SFARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.1,0.6,100,KB5ITS,"Bloomfield, Harris mesa",NM,OPEN,,97.9,S,,147.1,147.7,100,San Juan,On-Air,http://www.sjcham.com,NMFCC,,San Juan connection,,Full-time to the  San Juan Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.28,0.6,67,NM5ML,"Bloomfield, Harris Mesa",NM,OPEN,,98.1,S,,147.28,147.88,67,San Juan,On-Air,,NMFCC,,,6,Full-time to the  Mega-Link System .,,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,107.2,N0XLI,"Glenwood Springs, Sunlight Peak",CO,OPEN,,98.2,N,,449.6,444.6,107.2,Garfield,On-Air,http://www.gmra.org,CCARC,,,e-power Linked to GMRA open system,,,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,107.2,KI0G,"Glenwood Springs, Sunlight Peak",CO,OPEN,,98.2,N,,447.1,442.1,107.2,Garfield,On-Air,,CCARC,,Ski Country ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,88.5,KB0VJJ,"Glenwood Springs, Sunlight Peak",CO,OPEN,,98.2,N,,146.85,146.25,88.5,Garfield,On-Air,,CCARC,,Colorado Connection,70,,,Part of the Colorado Connection System of Repeaters,Daily 7:30PM Local Time Central Colorado Traffic Net Thursdays 8:00PM Colorado Connection Net All Welcome Sundays 8:00PM Statewide ARES net,,123,"Wide area: Throughout the Roaring Fork Valley, Glenwood Canyon, East and West on I-70, and the Flattops Wilderness north of Glenwood.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,107.2,KI0G,"Glenwood Springs, Sunlight Peak",CO,OPEN,,98.2,N,,146.88,146.28,107.2,Garfield,On-Air,,CCARC,,Ski Country ARC,,"Full-time to  
        447.60000 (KI0G) at Glenwood Springs, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.4,-5,,K7QEQ,"Monticello, Abajo Peak",UT,CLOSED,,98.4,W,,447.4,442.4,,San Juan,,,UVHFS,,,11,,,,,,,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",,Cactus-Intertie,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.94,-1.6,,K7QEQ,"Monticello, Abajo Pk",UT,CLOSED,,98.4,W,,223.94,222.34,,San Juan,,,UVHFS,,Grand Mesa Rptr Assoc,11,,,,,,,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,88.5,K7SDC,"Monticello, Abajo Peak",UT,OPEN,EI,98.4,W,,146.61,146.01,88.5,San Juan,On-Air,http://www.sdarc.us/repeaters/abajo.html,UVHFS,,Sinbad Desert ARC,Remote base.,,,11.36,,,,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",,,64264,3270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.1,-5,107.2,K7QEQ,"Monticello, Abajo Peak",UT,OPEN,,98.4,W,,447.1,442.1,107.2,San Juan,On-Air,http://gmra.org,UVHFS,,Grand Mesa Repeater Association (GMRA),E-power.,Full-time to the  GMRA Open System .,,11,,,107.2,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,107.2,N0SWE,Rifle,CO,OPEN,E,100.5,N,,146.76,146.16,107.2,Garfield,Off-Air,,CCARC,,"N0SWE,  Roaring Fork Amateur Repeater Cooperative",E-power.,,,,,DM69cl,,"New Castle, Silt, Rifle and Rulison and areas around Parachute.",,,243117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,107.2,WA4HND,"Parachute, Mount Callahan",CO,OPEN,,100.9,NNW,,449.8,444.8,107.2,Garfield,On-Air,GMRA Repeaters,CCARC,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.15,-5,136.5,K0VQ,"Carbondale, Missouri Heights",CO,OPEN,E,101.7,NNE,,447.15,442.15,136.5,Garfield,On-Air,,,,,,,,"Please contact Tracy, K0VQ, by email or on-the-air prior to attempting to use this node to obtain codes for specific questions and to make sure that proper protocol is followed. Please DO NOT just key up and start issuing DTMF codes, connecting to reflectors, etc., without guidance.",,,,,,,8150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.6,-5,,KI0G,Glenwood Springs,CO,CLOSED,,107.2,N,,447.6,442.6,,Garfield,,,CCARC,,Ski Country ARC (SCARC),50,"Full-time to  
        146.88000 (KI0G) at Glenwood Springs, Sunlight Peak, CO .",,Link Hub for 146.880.,,,,40,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.02,-1.6,,KI0G,Glenwood Springs,CO,CLOSED,,107.2,N,,224.02,222.42,,Garfield,,,CCARC,,SCARC,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,131.8,WA4HND,"Glenwood Springs, Lookout Mountain",CO,OPEN,,107.2,N,,449.85,444.85,131.8,Garfield,On-Air,http://GMRA.org,CCARC,,,e-power  Linked to GMRA Open System,Full-time to the  GMRA Open System .,,RACES net Wed 1930 Hrs Local,Colorado State RACES  Wed 1930 local,,131.8,Glenwood Springs,,Grand Mesa Repeater Assoc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,107.2,K0VQ,"Glenwood Springs, Three Mile Ridge",CO,OPEN,E,107.2,N,,147.3,147.9,107.2,Garfield,Off-Air,,CCARC,,Roaring Fork Amateur Repeater Cooperative,8,,,Single beep courtesy tone when linked and none when unlinked.,,,,"Wide area: Glenwood Springs, Glenwood Canyon, South Canyon, Carbondale and surrounding areas.",,,266359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.9,-0.6,88.5,K7QEQ,Moab,UT,OPEN,,108.7,WNW,,146.9,146.3,88.5,Grand,On-Air,http://sdarc.us/repeaters/moab.html,UVHFS,,Sinbad Desert ARC,"Closed autopatch, remote base, linked to Bald Mesa (146.760).",,,,,,,Moab and immediate surroundings.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.575,-5,103.5,WZ0N,Hartsel,CO,OPEN,,111.3,E,,448.575,443.575,103.5,Park,Off-Air,,CCARC,,,,"Full-time internet linked to  
        146.89500 (AB0PC) at Bailey, Dick Mountain, CO .",,,,,103.5,Western Park County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,156.7,N0ZSN,"Leadville, Quail Mountain",CO,OPEN,,112.8,NE,,147.24,147.84,156.7,Lake,Off-Air,,CCARC,,,,,,,,,156.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.05,-5,CC7,N0SZ,"Leadville, Mosquito Pass",CO,OPEN,,117.6,NE,,445.05,440.05,,Adams,On-Air,http://www.rmham.org/,CCARC,,K2AD,,,,,,,,,,Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,7,,,,,RMHAM,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700  Full-Time    Southern Colorado  2  719  Full-Time    Denver Regional  2  720  Full-Time    Northern Colorado  2  721  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,
145.445,-0.6,88.5,KB0VJJ,"Leadville, Mosquito Pass",CO,OPEN,,118.3,NE,,145.445,144.845,88.5,Lake,On-Air,,CCARC,,Colorado Connection,E-power (solar).,Full-time to the  Colorado Connection System .,,"At 13,685;, it is one of the highest 2-meter repeaters in North America.","Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919.1,-25,88.5,ND0Q,"Westcliffe, Deer Peak",CO,OPEN,,120.2,ESE,,919.1,894.1,88.5,Pueblo,Off-Air,,CCARC,,Pueblo HC,,,,,,,CSQ,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,103.5,KB0TUC,Westcliffe,CO,OPEN,,120.2,ESE,,448.15,443.15,103.5,Custer,On-Air,http://www.qsl.net/rghc,CCARC,,Royal George ARC,E-power.,,,,,,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.325,-5,100,K0JSC,Westcliffe,CO,OPEN,,120.2,ESE,,448.325,443.325,100,Custer,On-Air,,,,,,Full-time to the  The Fun Machine System .,,,,,100,,,The Fun Machine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,77,KB0TUC,Westcliffe,CO,OPEN,,120.2,ESE,,147.06,147.66,77,Custer,On-Air,,CCARC,,http://www.qsl.net/rghc,E-power,,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.775,-25,D116,KB0TUC,Westcliffe,CO,OPEN,,120.2,ESE,,927.775,902.775,D116,Custer,On-Air,,CCARC,,Royal Gorge Amateur Radio Club,,,,System uses digital PL,,,D116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7625,-5,CC0,N0SZ,"Fairplay, Badger",CO,OPEN,,120.4,NE,,446.7625,441.7625,,Park,On-Air,,,,K7PFJ,,,,,,,,,,RMHAM,,,,,,,,,,,,,,,,,,0,,,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Denver Regional  2  720    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,67,KF5PFO,"Tres Piedras,  San Antonio Mountain",NM,OPEN,,121.2,SE,,146.76,146.16,67,Rio Arriba,On-Air,,,,Taos ARC,11,,,,,,,"Most of Taos County, eastern Rio Arriba County and the San Luis Valley in Southern Colorado.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.22,0.6,100,NM5ML,"Tres Piedras, San Antonio Mountain",NM,OPEN,,121.2,SE,,147.22,147.82,100,Rio Arriba,On-Air,,NMFCC,,New Mexico Mega Link Assoc,10,Full-time to the  Mega-Link System .,,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.125,-5,103.5,WZ0N,"Fairplay, Sacramento Mountain",CO,OPEN,,122.5,NE,,447.125,442.125,103.5,Park,On-Air,,CCARC,,WZ0N,,,,Identifies with an 'S' following WZ0N callsign which identifies the site as Sacramento.,,,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,100,NM5SJ,Lybrook,NM,OPEN,,123.8,S,,145.49,144.89,100,Rio Arriba,On-Air,,NMFCC,,Totah ARC,Closed autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,-5,107.2,KB0SW,"Loma, Baxter Pass",CO,OPEN,,127.9,NNW,,447,442,107.2,Garfield,On-Air,,CCARC,,,8,,,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.075,-5,CC7,N0SZ,Vail,CO,OPEN,,129.4,NNE,,445.075,440.075,,Eagle,On-Air,http://www.rmham.org/,CCARC,,K2AD,,,,,,,,,,Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,107.2,K0RV,"Vail, Bald Mountain",CO,OPEN,,130.3,NNE,,146.61,146.01,107.2,Eagle,On-Air,,CCARC,,ECHO,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,88.5,KB0VJJ,Vail,CO,OPEN,,130.4,NNE,,147.345,147.945,88.5,Eagle,On-Air,,CCARC,,Colorado Connection,9,Full-time to the  Colorado Connection System .,,,"Central Colorado Traffic Net: Daily at 19:3030 
Colorado Connection Net (All Welcome):  Thu at 20:00. 
Statewide ARES net: Sun at 20:00.",,123,Wide area: Vail Pass to Glenwood Canyon and the Flattops Wilderness to Tennessee Pass.  Map,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,67,WB0WDF,"Canon City, eightmile Mountain",CO,OPEN,,130.9,E,,449,444,67,Fremont,On-Air,Mega Link,CCARC,,WB0WDF,"E-power (Solar, Wind)",Full-time to the  Mega-Link System .,,North of the Royal Gorge Bridge.,,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,107.2,N0AFO,Vail,CO,OPEN,,131.8,NNE,,449.9,444.9,107.2,Eagle,Off-Air,,CCARC,,ECHO,,,,,,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.8,-1.6,,N0AFO,Vail,CO,OPEN,,131.8,NNE,,224.8,223.2,,Eagle,,,CCARC,,ECHO,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.03,-1.7,88.5,WB0WDF,"Canon City, Fremont Peak",CO,OPEN,,132.6,E,,53.03,51.33,88.5,Fremont,On-Air,Http://www.qsl.net/rghc,CCARC,,WB0WDF,"E-power (Bat). Split Site; TX Fremont Peak, RX 8 Mile Mountain",,,Split site Fremont peak transmitter and 8 mile mountain reciever.,,,88.5,,,RGARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.96,-1.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,132.6,E,,223.96,222.36,103.5,Fremont,On-Air,,CCARC,,RGARC,"E-power (Bat), Remote Base",,,,,,103.5,"Wide area. 
   Repeater Coverage Map",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.75,-5,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,I,132.6,E,,447.75,442.75,103.5,Fremont,On-Air,Royal Gorge Amateur Radio Club,CCARC,,RGARC,E-power (Bat),,,,,,103.5,,,,,3081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.25,-5,100,K0JSC,"Canon City, Fremont Peak",CO,OPEN,EIA,132.6,E,,447.25,442.25,100,Fremont,On-Air,K0JSC dot Com,CCARC,,,,Full-time to the  The Fun Machine System .,,,"Region 2 District 2 ARES Net: Tue at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00. 
Region 5 District 1 ARES Net: Wed at 19:30. 
APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00.",DM78ik,100,"Wide from Custer County to Park County and Chaffee County to Pueblo County. 
   Repeater Coverage Map",28368,,363976,7301,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,132.6,E,,145.49,144.89,103.5,Fremont,On-Air,Royal Gorge Amateur Radio Club,CCARC,,Royal Gorge Amateur Radio Club,E-power (Bat),,,,"RGARC Net: Wed at 19:00. 
ARES Net: Wed at 19:30.",DM78ik,103.5,,,Colorado ARES Region 5 District 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
